Merge pull request #44 from frederikbosch/android-tab-bar-icon-only  android: allow icon only tab bar button (no text), 50415500, 720, 97, 720
Merge pull request #38 from frederikbosch/master  Create javascript accessor for TopAppBar, 50415500, 720, 97, 720
Merge pull request #40 from frederikbosch/secondary-buttons  Support secondary buttons in iOS (leftBarButtonItems), 50415500, 720, 97, 720
Merge pull request #45 from frederikbosch/ios-bar-tint  Allow to set navigation bar colors, 50415500, 720, 97, 720
fix merge error, 50415500, 720, 97, 720
fix merge error, 50415500, 720, 97, 720
implement bar tint and tint color for android, 50415500, 720, 97, 720
navigation bar colors, 50415500, 720, 97, 720
a little margin around the icons, 50415500, 720, 97, 720
allow icon only tab bar button (no text), 50415500, 720, 97, 720
drop support for ios7 and below, 50415500, 720, 97, 720
fix return boolean for android, 50415500, 720, 97, 720
return whether ace is supported or not, 50415500, 720, 97, 720
Support secondarry buttons in iOS, 50415500, 720, 97, 720
Create javascript accessor for TopAppBar, 50415500, 720, 97, 720
0.0.15, 50415500, 720, 97, 720
Fix for issue #25: Xcode 7.3 build error, 50415500, 720, 97, 720
Merge pull request #24 from krik/fix/add-android-webview-sources-to-plugin-xml  Include sources for Android webview in plugin.xml, 50415500, 720, 97, 720
Include sources for Android webview in plugin.xml, 50415500, 720, 97, 720
0.0.14, 50415500, 720, 97, 720
Map Uid to accessibilityIdentifier on iOS, 50415500, 720, 97, 720
Map Uid to contentDescription on Android, 50415500, 720, 97, 720
Readjust ToggleSwitch margins on iOS, 50415500, 720, 97, 720
Android LinearGradientBrush fix, 50415500, 720, 97, 720
Adjust default padding on some Android controls, 50415500, 720, 97, 720
Android support for setting Image source to network-based image, 50415500, 720, 97, 720
Android: Allow null values for BottomAppBar, 50415500, 720, 97, 720
Android: Handle showing empty command bars and tab bars, 50415500, 720, 97, 720
iOS: Adjust page layout for AceViewController vs. MainViewController, 50415500, 720, 97, 720
iOS visual tweaks, 50415500, 720, 97, 720
Bug fix for ace.load of XIB, 50415500, 720, 97, 720
iOS workaround for event handler args marshaling limitations, 50415500, 720, 97, 720
Initial JS geometry-related classes, 50415500, 720, 97, 720
iOS SelectionChanged event: pass item + index, 50415500, 720, 97, 720
Android SelectionChanged event: pass item + index, 50415500, 720, 97, 720
Null children checks added to Canvas/StackPanel onLayout (Android), 50415500, 720, 97, 720
0.0.13, 50415500, 720, 97, 720
Android Path rendering fix, 50415500, 720, 97, 720
ListBox SelectionChanged event (Android), 50415500, 720, 97, 720
Invalidate Path on iOS after Data is updated, 50415500, 720, 97, 720
ListBox SelectionChanged event (iOS), 50415500, 720, 97, 720
Fix issue #18: iOS Build error with Cordova 6.0.0, 50415500, 720, 97, 720
Initial TableView abstraction (iOS only for now), 50415500, 720, 97, 720
Expose content alignment properties on Control, 50415500, 720, 97, 720
Android GeometryParser, 50415500, 720, 97, 720
Android version update, 50415500, 720, 97, 720
Android GeometryContext, 50415500, 720, 97, 720
0.0.12, 50415500, 720, 97, 720
Android vector graphics tweaks, 50415500, 720, 97, 720
Restore commented-out parts of an example, 50415500, 720, 97, 720
Make AceExamples on Android not require Lollipop+, 50415500, 720, 97, 720
Android version check helper for JavaScript, 50415500, 720, 97, 720
Android KitKat support, 50415500, 720, 97, 720
iOS VerticalContentAlignment placeholder, 50415500, 720, 97, 720
iOS HorizontalContentAlignment, 50415500, 720, 97, 720
ColumnSpan bug fix (iOS), 50415500, 720, 97, 720
ColumnSpan bug fix (Android), 50415500, 720, 97, 720
Convenience constructors for RowDefinition/ColumnDefinition, 50415500, 720, 97, 720
Android support for content alignment, 50415500, 720, 97, 720
Fix Android stretch-sizing issues in Grid, 50415500, 720, 97, 720
Handle horizontal/vertical alignment in Grid (Android), 50415500, 720, 97, 720
HorizontalAlignment/VerticalAlignment JavaScript properties, 50415500, 720, 97, 720
Account for padding in Grid layout (Android), 50415500, 720, 97, 720
Handle horizontal/vertical alignment in StackPanel (Android), 50415500, 720, 97, 720
0.0.11, 50415500, 720, 97, 720
Android: respect margins in Grid + tweaks to handling of layout properties, 50415500, 720, 97, 720
Android: respect margins in Canvas, 50415500, 720, 97, 720
Android: respect margins in StackPanel, 50415500, 720, 97, 720
Merge pull request #13 from elad-lachmi/master  Exception when setting 'location=no' optional setting, 50415500, 720, 97, 720
Android getTag/setTag helpers + handling null padding, 50415500, 720, 97, 720
Android: Support string thicknesses specified in JS, 50415500, 720, 97, 720
Handle all horizontal/vertical alignment values in Grid (iOS), 50415500, 720, 97, 720
Handle all horizontal/vertical alignment values in StackPanel (iOS), 50415500, 720, 97, 720
external.getPluginAsync for iOS, 50415500, 720, 97, 720
Grabbing a button on the location bar assumes that a location bar exists. Grabbing the webview of the inappbrowser works in any case., 50415500, 720, 97, 720
New example: Adding native UI to existing InAppBrowser plugin, 50415500, 720, 97, 720
Android: Support plain CommandBar as BottomAppBar, 50415500, 720, 97, 720
Android: external.getPluginAsync + get private field, 50415500, 720, 97, 720
Android fix for programmatically setting a GridLength to "*", 50415500, 720, 97, 720
Merge pull request #11 from CodeMooseUS/eventdispatchfix  Fix raiseEvent by cloning handler list closes #10, 50415500, 720, 97, 720
Fix raiseEvent by cloning handler list closes #10, 50415500, 720, 97, 720
Move two classes to a different package to match expectations from compiled markup, 50415500, 720, 97, 720
Adjust handling of external navigation controllers, 50415500, 720, 97, 720
New ace.external APIs for manipulating modal content placed by other plugins, 50415500, 720, 97, 720
iOS fix for programmatically setting a GridLength to "*", 50415500, 720, 97, 720
Update URLs, 50415500, 720, 97, 720
Add info about downloading Android emulators, 50415500, 720, 97, 720
0.0.10, 50415500, 720, 97, 720
Add Android requirements, 50415500, 720, 97, 720
Alert if running on Android version < 5.0, 50415500, 720, 97, 720
iOS minor cleanup, 50415500, 720, 97, 720
iOS JS helpers for getting the current NavigationController or presented ViewController, 50415500, 720, 97, 720
iOS: Allow native methods to return nil when invoked directly, 50415500, 720, 97, 720
Fix iOS toolbar button centering, 50415500, 720, 97, 720
Fix iOS toolbar button centering, 50415500, 720, 97, 720
Add PrimaryCommands property to JS CommandBar definition, 50415500, 720, 97, 720
0.0.9, 50415500, 720, 97, 720
Accept VerticalAlignment (iOS), 50415500, 720, 97, 720
Margin support within iOS Grid, 50415500, 720, 97, 720
iOS layout improvements  Includes: - Padding support on StackPanel and Grid - Margin support inside Canvas - Popup positioning fixes - Many layout bug fixes, 50415500, 720, 97, 720
iOS TabBar size fix, 50415500, 720, 97, 720
Tweak output of compiled markup dump, 50415500, 720, 97, 720
Set default Image size to natural size on iOS (like on Android), 50415500, 720, 97, 720
@throw -> throw + Image error handling, 50415500, 720, 97, 720
Remove unprintable character from some JS files, 50415500, 720, 97, 720
x-plat utility for dumping compiled markup + XbfReader tweaks, 50415500, 720, 97, 720
iOS width/height adjustments + helpers for CGRect, 50415500, 720, 97, 720
More Android vector graphics classes, 50415500, 720, 97, 720
iOS Margin and Padding updates, 50415500, 720, 97, 720
Link updates in README, 50415500, 720, 97, 720
0.0.8, 50415500, 720, 97, 720
URL updates, 50415500, 720, 97, 720
Copyright headers, 50415500, 720, 97, 720
Most of Android vector graphics classes + color refactoring, 50415500, 720, 97, 720
Add JS Image class, 50415500, 720, 97, 720
Image support for Android  Brings this to parity with iOS, 50415500, 720, 97, 720
iOS vector graphics classes + refactor color handling, 50415500, 720, 97, 720
Move the rest of the .m files over to .mm, 50415500, 720, 97, 720
Image support for iOS, 50415500, 720, 97, 720
0.0.7, 50415500, 720, 97, 720
Support JSON styles, 50415500, 720, 97, 720
Examples update: Show navigation bar when navigating to xib, 50415500, 720, 97, 720
Ensure dependencies are installed when doing before_compile plugin hook on Android., 50415500, 720, 97, 720
Ensure dependencies are installed when doing after_prepare iOS plugin hook, 50415500, 720, 97, 720
Add .xib to examples to demonstrate HTML link, 50415500, 720, 97, 720
Tweak to after_plugin_install hook to avoid iOS issue, 50415500, 720, 97, 720
Update examples with HTML link to Android XML, 50415500, 720, 97, 720
Merge with earlier changes, 50415500, 720, 97, 720
Support for iOS resources (.xib)  This also moves the plugin_hooks folder under src., 50415500, 720, 97, 720
README tweak, 50415500, 720, 97, 720
README quick start update, 50415500, 720, 97, 720
Fixes issue #2: JavaScript definition of TabBar is missing, 50415500, 720, 97, 720
Development notes in README, 50415500, 720, 97, 720
Map controls in the ace namespace to Javascript wrappers in the same namespace.  This is to support controls that aren't in the default XAML namespace (like TabBar) but are still "built-in" from the perspective of JavaScript., 50415500, 720, 97, 720
Merge pull request #4 from MisShellyMac/master  Fix issue #3: JavaScript definition of Grid is missing some APIs, 50415500, 720, 97, 720
Fix issue #3: JavaScript definition of Grid is missing some APIs  Add Grid APIs for configuring rows/columns + test in examples app, 50415500, 720, 97, 720
Add more info to README, 50415500, 720, 97, 720
Make it easier to run examples from command line, 50415500, 720, 97, 720
Better error reporting, 50415500, 720, 97, 720
Overlay example fix for iOS, 50415500, 720, 97, 720
Add more to overlay examples, 50415500, 720, 97, 720
0.0.6, 50415500, 720, 97, 720
Examples fixes, 50415500, 720, 97, 720
Fix ToggleSwitch sizing with Header + adjust DatePicker padding, 50415500, 720, 97, 720
Enhance the after_plugin_install plugin hook, 50415500, 720, 97, 720
0.0.5, 50415500, 720, 97, 720
examples tweaks, 50415500, 720, 97, 720
Fix iOS auto-sized Popups, 50415500, 720, 97, 720
examples updates, 50415500, 720, 97, 720
overlay examples, 50415500, 720, 97, 720
custom code examples, 50415500, 720, 97, 720
Add code invocation examples, 50415500, 720, 97, 720
Update CONTRIBUTING.md, 50415500, 720, 97, 720
0.0.4, 50415500, 720, 97, 720
Give better error message about title for CommandBar as well, 50415500, 720, 97, 720
Give better error message if title is attempted to be shown on Android when ShowTitle=false, 50415500, 720, 97, 720
example updates, 50415500, 720, 97, 720
0.0.3, 50415500, 720, 97, 720
0.0.3, 50415500, 720, 97, 720
0.0.2, 50415500, 720, 97, 720
0.0.1, 50415500, 720, 97, 720
Revert incorrect edit, 50415500, 720, 97, 720
examples, 50415500, 720, 97, 720
Remove dependency on appcompat, 50415500, 720, 97, 720
examples, 50415500, 720, 97, 720
examples, 50415500, 720, 97, 720
markupcompiler, 50415500, 720, 97, 720
README update, 50415500, 720, 97, 720
initial commit, 50415500, 720, 97, 720
readme tweak, 50415500, 720, 97, 720
add CONTRIBUTING.md, 50415500, 720, 97, 720
readme + license, 50415500, 720, 97, 720
readme, 50415500, 720, 97, 720
Initial commit, 50415500, 720, 97, 720
Batch update, 23141872, 10, 6, 10
Create README.md, 23141872, 10, 6, 10
Initial commit, 23141872, 10, 6, 10
Initial commit to add default .gitIgnore and .gitAttribute files., 23141872, 10, 6, 10
Minor updates to Readme, 21122049, 17, 11, 17
Update README.md with source files from latest release, 21122049, 17, 11, 17
Merge pull request #3 from kartelan/master  Refactor SensorCore sample to show use of ActivitySensor and Pedometer in OS APIs, 21122049, 17, 11, 17
Minor change to rename a variable in UpdateSummaryAsync., 21122049, 17, 11, 17
Bumping the sample to version 2.0.0.0 and removing ValidateSettingsAsync() from IActivitySensor. This is only applicable to LumiaActivitySensor. It's used by ActivitySensorFactory to check if all the settings are valid before getting the ActivityMonitor instance.  Also removed extra line feeds in ActivitySensor.cs, 21122049, 17, 11, 17
Update the sample to address the following:  - Before this fix the app was accessing activity sensor APIs through ActivitSensorInstance. This is a base class that talks to OS ActivitySensor APIs. But on devices without a sensorcore the GetInstance() method of this class creates LumiaActivitySensor (that wraps SensorCore APIs). We are now moving from inheritance to interface based wrappers. IActivitySensor is a common interface that will be implemented by both the wrappers. A factory is used to create the appropriate sensor. - Moved SensorCore API exception handling to LumiaActivitySensor Class. - Fixed an edge case in history retreival., 21122049, 17, 11, 17
Initial changes of the refactor, 21122049, 17, 11, 17
Optimized the code, 21122049, 17, 11, 17
Updated to use latest Lumia SensorCore SDK 1.1 Preview, 21122049, 17, 11, 17
Bug fiexes+coding format included, 21122049, 17, 11, 17
Update README.md, 21122049, 17, 11, 17
Batch update, 21122049, 17, 11, 17
Small UI tweaks  The layout is now scaling on devices with high resolution displays but the font may be to small, 21122049, 17, 11, 17
Updated Lumia SensorCore SDK  Now using version 1.0 of the SDK., 21122049, 17, 11, 17
About page update  Updated strings in about page and added reading of the version number from the manifest file., 21122049, 17, 11, 17
Updated activity data parsing  The total duration of each activity is calculated starting from 0:00 of the current day. Last activity is calculated until current time (today) or 00:00 of the next day., 21122049, 17, 11, 17
Added day view navigation  You can now look at up to 10 days of recorded data (if available) by using arrow buttons to navigate back and forth., 21122049, 17, 11, 17
Update README.md, 21122049, 17, 11, 17
Update README.md, 21122049, 17, 11, 17
Let SDK docs be part of the project  This is because the NuGet does not actually install the packages it restores so if we don't include the file it will not be visible unless the SDK in cleanly installed again., 21122049, 17, 11, 17
Updated Readme.md, 21122049, 17, 11, 17
The real "initial commit", 21122049, 17, 11, 17
Initial commit, 21122049, 17, 11, 17
Update package.json (#435), 75978731, 87, 10, 87
Adaptive cards objc (#423)  * Added OBJC TXT BLK and C++ shared lib as framework  * Finished Demo & fixed unix style path  * added hostconfig options and implemented Image  * Refactored UIMapping to HostConfig Class  * Updated .gitignore for Xcode  * Fixed clear text block  * added comments and cosmatic changes  * code reivew changes added  * changed preifx  * cosmetic changes  * code review changes updated  * removed revision artifacts  * removed unecessary objc wrapper  * corrected initializer to support storyboard  * removed unused function, 75978731, 87, 10, 87
Host Config Deserialize for shared model and UWP renderer (#402)  * Shared model HostConfig Deserialization  * Hook up host config Deserialize to UWP renderer, 75978731, 87, 10, 87
Re-generate swig wrappers (#428), 75978731, 87, 10, 87
Serialize shared model (#410)  * Serialize shared model  * UWP AdaptiveCard Serialization, 75978731, 87, 10, 87
Add IsRequired property to inputs in shared model/UWP renderer(#417), 75978731, 87, 10, 87
Rename shared model AdaptiveCard files (#415), 75978731, 87, 10, 87
Add a way to pre-expand a single ShowCardAction in HostConfig (#409)  * Some minor fixes and introduce actionStyle It is now possible to explicitly select the button style ("link" or "button") in ActionSet elements and on the card itself.  * Fix ChoiceSetInput.value throwing in unrendered ShowCardAction cards  * Add a way to pre-expand a single ShowCardAction, 75978731, 87, 10, 87
Add HorizontalAlignment and Separation to ICardElement (#396)  * allow json in css output  * allow json in css output  * add horizontalAlignment and separation to ICardElement  * fix nullRef when regex has no matches  * ready to publish  * fix for no param, 75978731, 87, 10, 87
Fix ChoiceSetInput.value throwing in unrendered ShowCardAction cards (#407)  * Some minor fixes and introduce actionStyle It is now possible to explicitly select the button style ("link" or "button") in ActionSet elements and on the card itself.  * Fix ChoiceSetInput.value throwing in unrendered ShowCardAction cards, 75978731, 87, 10, 87
Fix AdaptiveCard statics (#403), 75978731, 87, 10, 87
Some minor fixes and introduce actionStyle (#405)  It is now possible to explicitly select the button style ("link" or "button") in ActionSet elements and on the card itself., 75978731, 87, 10, 87
Fixed UWP column auto/stretch behavior (#401)  The boolean logic for auto/stretch was inverted. When dev specified stretch auto was being assigned and vice versa.  Fixed the boolean logic (also added check to invalidate negative star size entries) and verified changes using UWP Visualizer and Notifications Visualizer with all of the sample payloads, 75978731, 87, 10, 87
Update README.md, 75978731, 87, 10, 87
Update README.md, 75978731, 87, 10, 87
Update README.md, 75978731, 87, 10, 87
Update README.md, 75978731, 87, 10, 87
Ignore macOS .DS_Store files (#348), 75978731, 87, 10, 87
