Added all image content from Azure & Dev Tools QSs, 87452356, 10, 6, 10
Merge branch 'master' into updates  * master:   Create readme.md, 87452356, 10, 6, 10
Added some images, 87452356, 10, 6, 10
Create readme.md  Fixed some formatting, 87452356, 10, 6, 10
Updated all docs to markdown and unzipped source code, 87452356, 10, 6, 10
Added final instructions and code for Azure and Dev Tools QuickStarts, 87452356, 10, 6, 10
Edited the PostgreSQL Lab, 87452356, 10, 6, 10
Update DemoService.svc.cs, 87452356, 10, 6, 10
Update MainWindow.xaml.cs, 87452356, 10, 6, 10
Update Utilities.cs, 87452356, 10, 6, 10
Update Utilities.cs, 87452356, 10, 6, 10
Update README.md, 87452356, 10, 6, 10
Update README.md, 87452356, 10, 6, 10
Create README.md, 87452356, 10, 6, 10
Merge pull request #20 from praveenbarli/zipkinazuredemo  zipkinappinsight demo solution - unistrumented, 87452356, 10, 6, 10
zipkinappinsight demo solution - unistrumented, 87452356, 10, 6, 10
Minor change, 87452356, 10, 6, 10
Removed indentation from code snippets, 87452356, 10, 6, 10
Added screen shots and tightened up steps, 87452356, 10, 6, 10
Merge pull request #19 from jflam/master  Updating to latest version of labs for R Tools, 87452356, 10, 6, 10
Updating to latest version of labs, 87452356, 10, 6, 10
Changes to part II and III, 87452356, 10, 6, 10
Made some tweaks to lab docx, 87452356, 10, 6, 10
Commiting Changes, 87452356, 10, 6, 10
Merge pull request #18 from Microsoft/mb-rename  Rename to Cosmos DB, 87452356, 10, 6, 10
Rename to Cosmos DB, 87452356, 10, 6, 10
Merge pull request #17 from Microsoft/mb-sqlarm  SQL Arm Template and Seeding/Deployment, 87452356, 10, 6, 10
Updated deployment readme, 87452356, 10, 6, 10
Modified Scripts and added arm template, 87452356, 10, 6, 10
Commiting Changes to the Repo for all labs, 87452356, 10, 6, 10
Merge pull request #16 from jflam/master  Initial commit of RTVS lab files from my repo, 87452356, 10, 6, 10
Azure Cosmos DB, 87452356, 10, 6, 10
Azure Cosmos DB, 87452356, 10, 6, 10
Adding U-SQL Lab  Gaining Insights with U-SQL at scale, 87452356, 10, 6, 10
Adding MySQL PostgreSQL and Zipkin Labs, 87452356, 10, 6, 10
Initial commit of RTVS lab files from my repo, 87452356, 10, 6, 10
Updating HDInsight lab, 87452356, 10, 6, 10
Adding labs for Azure HDInsight, 87452356, 10, 6, 10
Deleting the Zip files  PTVS with Anaconda Distro, 87452356, 10, 6, 10
Commitng PTVS Lab  PTVS with Anaconda Distro complete, 87452356, 10, 6, 10
Merge pull request #15 from Click2Cloud/master  SQL on Linux Docker OpenShift, 87452356, 10, 6, 10
uploading hands-on lab doc, 87452356, 10, 6, 10
uploading mssql on openshift src, 87452356, 10, 6, 10
Azure SQL Database Lab Update  Commiting the Azure SQL Database Lab, 87452356, 10, 6, 10
Add files via upload, 87452356, 10, 6, 10
Delete hands-on-lab.md, 87452356, 10, 6, 10
Update README.md, 87452356, 10, 6, 10
Add files via upload, 87452356, 10, 6, 10
Update and rename readme.md to README.md, 87452356, 10, 6, 10
Delete .gitkeep, 87452356, 10, 6, 10
Update readme.md, 87452356, 10, 6, 10
Create readme.md, 87452356, 10, 6, 10
Create .gitkeep, 87452356, 10, 6, 10
Merge pull request #14 from Microsoft/mb-worddocs  Added word documents, 87452356, 10, 6, 10
Added word documents, 87452356, 10, 6, 10
Delete BotLab.md, 87452356, 10, 6, 10
Add files via upload, 87452356, 10, 6, 10
Delete BotLab.md, 87452356, 10, 6, 10
Add files via upload, 87452356, 10, 6, 10
Merge pull request #13 from Microsoft/leef/working  Adding in data seed program so any user can set a azure search environment up, 87452356, 10, 6, 10
Adding copy always to all data files so they are all uploaded, 87452356, 10, 6, 10
Ading in data seed program so auy user can set this environment up., 87452356, 10, 6, 10
Merge pull request #12 from Microsoft/mb-docdbfunction  Added userdefined function, 87452356, 10, 6, 10
Added userdefined function, 87452356, 10, 6, 10
Merge pull request #11 from Microsoft/mb-docdb  Mb docdb, 87452356, 10, 6, 10
swapped deployment and lab round, 87452356, 10, 6, 10
Renamed namespaces and added deployment guide, 87452356, 10, 6, 10
Merge pull request #10 from Microsoft/leef/working  Adding Arm deployment and config to app. moving application to a new …, 87452356, 10, 6, 10
Adding Arm deployment and config to app. moving application to a new namespace, 87452356, 10, 6, 10
Merge pull request #9 from Microsoft/mb-azuresearch  Document Db Guide and Tweet uploader, 87452356, 10, 6, 10
Add small review fixes, 87452356, 10, 6, 10
Add Annoying readme, 87452356, 10, 6, 10
Updated Document Db guide, 87452356, 10, 6, 10
Tweet uploader is now console app and app config is same for web, 87452356, 10, 6, 10
Merge pull request #8 from Microsoft/leef/working  Updating the documentation for  the Azure Search Lab, 87452356, 10, 6, 10
More changes to the documentation, 87452356, 10, 6, 10
Fix image links, 87452356, 10, 6, 10
Updating the documentation for  the Azure Search Lab, 87452356, 10, 6, 10
Merge pull request #7 from Microsoft/mb-littlefixes  Little fixes, 87452356, 10, 6, 10
remove semi colon, 87452356, 10, 6, 10
Little fixes, 87452356, 10, 6, 10
Merge pull request #6 from Microsoft/leef/working  Leef/working, 87452356, 10, 6, 10
Updated when the search query fires, 87452356, 10, 6, 10
Added font size to the custom text converter object, 87452356, 10, 6, 10
Merge pull request #5 from Microsoft/leef/working  FIxed errors with the error message parsing and the pagination from b…, 87452356, 10, 6, 10
FIxed errors with the error message parsing and the pagination from bootstrap upgrade, 87452356, 10, 6, 10
Merge pull request #4 from Microsoft/leef/working  rollback bootstrap 4 show region selector and response times, 87452356, 10, 6, 10
Added in singleton clients for each location into the controller and running warmup queries against the db., 87452356, 10, 6, 10
rollback bootstrap 4 show region selector and response times, 87452356, 10, 6, 10
Merge pull request #3 from Microsoft/mb-documentdb  Added DocumentDb Webjob for tweets and updated configs, 87452356, 10, 6, 10
Added DocumentDb Webjob for tweets and updated configs, 87452356, 10, 6, 10
Merge pull request #2 from Microsoft/leef/working  Added in autocomplete and aynonym search functionality, 87452356, 10, 6, 10
Added in autocomplete and aynonym search functionality, 87452356, 10, 6, 10
Merge pull request #1 from Microsoft/mb-setupofproject  Added Last years labs as starting point, 87452356, 10, 6, 10
Added Last years labs as starting point, 87452356, 10, 6, 10
Initial commit, 87452356, 10, 6, 10
Initial commit, 87452356, 10, 6, 10
Update README.md  added logo and survey link, 33561657, 22, 13, 22
added Python and CS scripts from Daniel for analyzing the data, 33561657, 22, 13, 22
moved dataset inside a separate directory, 33561657, 22, 13, 22
initial data and license commit, 33561657, 22, 13, 22
Initial commit, 33561657, 22, 13, 22
search for react-native in devDependencies too (#475), 43459513, 2718, 235, 2718
Removed reference to patch for acccess keys (#476)  * Removed reference to patch for acccess keys  * Create README.md, 43459513, 2718, 235, 2718
Read me fix (#474)  * Updated addApp signature  * Message refinement, 43459513, 2718, 235, 2718
Bumped version numbers preparing to release an update, 43459513, 2718, 235, 2718
Fix to handle app name specifications with slashes. The is the CLI ... (#471)  change to match the corresponding server change deployed a couple days back.  Here are details of the issue: // IIS and Azure web apps have this annoying behavior where %2F (URL encoded slashes) in the URL are URL decoded // BEFORE the requests reach node. That essentially means there's no good way to encode a "/" in the app name-- // URL encodeing will work when running locally but when running on Azure it gets decoded before express sees it // so app names with slashes don't get routed properly. See https://github.com/tjanczuk/iisnode/issues/343 (or other sites // that complain about the same) for some more info. I explored some IIS config based workarounds but the previous // link seems to say they won't work so I eventually gave up on that. // Anyway to workaround this issue we now allow the client to encode / characters as ~~ (two tildes URL encoded). // The CLI now converts / to ~~ if / appears in an app name before passing that as part of the URL. This code below // does the encoding. It's hack but seems like the least bad option here. // Eventually this service will go away & we'll all be on Max's new service. That's hosted in docker no more IIS // so this issue should go away then., 43459513, 2718, 235, 2718
Updated add colloborator message to make clear that it sends an invite (#470)  email not adding the collaborator immediately. Also made a few unit test fixes., 43459513, 2718, 235, 2718
Help copy fixes (#468)  * Some copy fixes  * Ownership transfer instructions  * Ownership transfer instructions edit  * Additional edits  * Additional edit highlighting orgs  * Grammar fix  * Language refinement, 43459513, 2718, 235, 2718
Improve 'Output directory parameter' info (#467), 43459513, 2718, 235, 2718
Updated usage screenshot, 43459513, 2718, 235, 2718
Updated CLI version to 2.0.0-beta as CodePush is part of Mobile Center now!!!, 43459513, 2718, 235, 2718
Bumped SDK version number to 2.0.0-beta. We're integrated with Mobile Center now!!!, 43459513, 2718, 235, 2718
Adjusted readme (#456)  * Updated commands  * Bumped version  * Undoing version bump, 43459513, 2718, 235, 2718
Restored behavior where app add from the CodePush CLI creates the default Staging and Production deployments. (#455), 43459513, 2718, 235, 2718
Fixed to not show this additional error text (#451)  Use \"code-push deployment list\" to view any existing deployments and \"code-push deployment add\" to add deployment(s) to the app  if the app doesn't exist. We only show it now if the deployment doesn't exist., 43459513, 2718, 235, 2718
Bump plugin xml version for CodePushAcquisition (#447), 43459513, 2718, 235, 2718
Tweaked a couple usage messages that include windows platform choice (#446), 43459513, 2718, 235, 2718
Fixed a couple things so CLI unit tests all pass, 43459513, 2718, 235, 2718
Added support for "windows" as an OS option for app add (#444), 43459513, 2718, 235, 2718
Removed the access key options around TTL since Mobile Center access keys (aka API tokens) never expire (#443), 43459513, 2718, 235, 2718
Proxy to mobile center (#442)  * Removed these features deprecated post Mobile Center integration: (#431)  code-push app transfer code-push collaborator code-push session access key rename / change TTL showing auth types for whoami  * Added OS and platform arguments for the app add command (#432)  * Updated deployment defaults. Now... (#437)  * "code-push add add" does NOT add any default deployments * "code-push deployment add" has a --default option to add default deployments * "code-push release" outputs a more descriptive error if no deployments exists  * Updated CLI text around login/register/link. Also fixed... (#439)  link to go directly to mobile.azure.com in order to not show the token at the end.  * Added .vscode settings file to exclude generated bin directories (#440)  * Added back the collabor CLI command since the... (#441)  proxy service now supports it.  It was commented out before but I just undid that., 43459513, 2718, 235, 2718
bump SDK version, 43459513, 2718, 235, 2718
Merge branch 'master' of https://github.com/Microsoft/code-push, 43459513, 2718, 235, 2718
Remove redundant dependencies (#422)  * Remove base-64  * Remove node-uuid  * Tidy up crypto import, 43459513, 2718, 235, 2718
Merge branch 'master' of https://github.com/Microsoft/code-push, 43459513, 2718, 235, 2718
Small tweak to fix unit tests (#417), 43459513, 2718, 235, 2718
Reset package.json for development, 43459513, 2718, 235, 2718
Bump package.json for next release, 43459513, 2718, 235, 2718
Add  build type option to release cordova command (#409)  * Improved messages to make intention of creating different apps for different platforms more clear  Due to multiple requests in discord chanel https://github.com/Microsoft/react-native-code-push/issues/723 https://github.com/Microsoft/react-native-code-push/issues/717  * Add ability to specify build type for Cordova Also fixes issue https://github.com/Microsoft/code-push/issues/392  * revert changes not related to this PR  * Minor tweak for readme  * Reordered param names for cordova-release command in Readme alphabetically, 43459513, 2718, 235, 2718
Fixed issue with getting bool values for yargs 6.5.0 (#413)  * Fixed issue with getting bool value for yargs 6.5.0 https://github.com/Microsoft/code-push/issues/412, 43459513, 2718, 235, 2718
Merge branch 'master' of https://github.com/Microsoft/code-push, 43459513, 2718, 235, 2718
Improved messages to make intention of creating different apps for di… (#406)  * Improved messages to make intention of creating different apps for different platforms more clear  Due to multiple requests in discord chanel https://github.com/Microsoft/react-native-code-push/issues/723 https://github.com/Microsoft/react-native-code-push/issues/717  * Minor tweak for readme, 43459513, 2718, 235, 2718
Minor tweak for readme, 43459513, 2718, 235, 2718
Improved messages to make intention of creating different apps for different platforms more clear  Due to multiple requests in discord chanel https://github.com/Microsoft/react-native-code-push/issues/723 https://github.com/Microsoft/react-native-code-push/issues/717, 43459513, 2718, 235, 2718
cli-readme: ranges only works for non pre-release versions (#405)  Due to https://github.com/npm/node-semver#prerelease-tags ranges only works for non pre-release versions. If you want to update a version with pre-release tags then you need to write the exact version you want to update (`1.12.3-beta` for example), 43459513, 2718, 235, 2718
Reset CLI package.json for next release, 43459513, 2718, 235, 2718
Fix ordering of flags for `release-react` in README.md, 43459513, 2718, 235, 2718
Bump package.json again due to publishing error, 43459513, 2718, 235, 2718
Bump package.json for CLI release, 43459513, 2718, 235, 2718
Add ability to promote a specific label (#394)  * Add ability to promote a specific label  * Updated Documentation and log message from CLI  * Modified README, 43459513, 2718, 235, 2718
Check that app and deployment exist before releasing an update (#399)  * command-executor: check for app and deployment exist before releasing an update  * Remove catch block  * Add getDeployment() mock so that unit tests work  * Release commands now return rejected promises instead of throwing - do not assert exceptions are thrown during unit tests, 43459513, 2718, 235, 2718
Make confirmation prompt more severe on app/deployment rm (#402)  * Make the prompt defaults to 'no' if no input is entered Make the message more severe than it currently for app rm and deployment rm  * Fix upper/lower-case issues  * Make prompt messages consistent, 43459513, 2718, 235, 2718
Allow setting of node binary arguments via NODE_ARGS env var (#395)  Example usage:  `env NODE_ARGS="--max-old-space-size=4096" code-push release-react APP_NAME ios`  I couldn't find anywhere else secondary node processes are being spawned but happy to add this functionality to those places as well.  Issue #215, 43459513, 2718, 235, 2718
Update yargs to 6.5.0 (#360)  * Update yargs to 6.5.0  This shpuld fix issue https://github.com/Microsoft/code-push/issues/339 "Can not perform rollback if deployment name is same as CodePush CLI command #339"  * Update yargs to 6.5.0  Fixed issue when it was not allowed to use additional undocument parameter for some commands, 43459513, 2718, 235, 2718
Add anchor for automatic documentation replacement., 43459513, 2718, 235, 2718
package: update `gradle-to-js` package version to `0.2.5` (#359)  `0.2.5` package version contains fix of following issue: > parsing issue occurs in case build.gradle file contains several `android` closures > https://github.com/ninetwozero/gradle-to-js/issues/4  Fix https://github.com/Microsoft/code-push/issues/349, 43459513, 2718, 235, 2718
Readme Docs For CLI Description Flag Incorrect (#387)  Fixed mistype in readme docs see https://github.com/Microsoft/code-push/issues/351 for details., 43459513, 2718, 235, 2718
code-push-cli: implement “outputDir” parameter (#382)  “outputDir” parameter is used to specify the path where the assets JS bundle and sourcemap should be written., 43459513, 2718, 235, 2718
cli_readme: improved “App Management” chapter  To avoid issues like this one https://github.com/Microsoft/cordova-plugin-code-push/issues/189 “App Management” chapter probably should pay attention on the fact that “using the same app for iOS and Android may cause installation exceptions because the CodePush update package produced for iOS will have different content from the update produced for Android.”. (#373), 43459513, 2718, 235, 2718
command-executor: search for gradle properties across all `gradle.properties` files (#365)  In case if there are both `android/app/gradle.properties` and `android/gradle.properties` exist  only the first one is considered. Improvement for https://github.com/Microsoft/react-native-code-push/issues/660, 43459513, 2718, 235, 2718
command-executor: fix versionName parsing issue (#358)  Implement workaround for the case when 'build.gradle' file contains several 'android' nodes. In this case 'buildGradle.android' prop (parsed by 'gradle-to-js' library) represents array instead of object due to parsing issue in 'g2js.parseFile' method., 43459513, 2718, 235, 2718
debug: fix android device detection (#357)  Replace 'isDeviceAvailable' method with 'getNumberOfAvailableDevices' method add new throw statement in case more than 1 attached android device was detected because for now there is no ability to specify device for debug like 'code-push debug android "192.168.121.102:5555"'. Fix issue https://github.com/Microsoft/code-push/issues/352, 43459513, 2718, 235, 2718
Bump package.json for SDK release, 43459513, 2718, 235, 2718
Fix failure to unlink temporary file (#343), 43459513, 2718, 235, 2718
Prepare SDK release by bumping package.json and reintroducing missing dependency, 43459513, 2718, 235, 2718
Allow folder releases from management SDK (#340)  * Allow folder releases from management SDK * PR comments, 43459513, 2718, 235, 2718
Update README.md, 43459513, 2718, 235, 2718
Update ISSUE_TEMPLATE.md, 43459513, 2718, 235, 2718
Bump package.json, 43459513, 2718, 235, 2718
Revert "Rename sdk.isAuthrnticated method to ensureAuthenticated and make behavior consistent."  We decided that the solution with `isAuthenticated(boolean)` was better because it preserved backward compatibility., 43459513, 2718, 235, 2718
Merge pull request #327 from Microsoft/fix-check-authentication  Fix check authentication on releases upload., 43459513, 2718, 235, 2718
Rename sdk.isAuthrnticated method to ensureAuthenticated and make behavior consistent., 43459513, 2718, 235, 2718
refactor isAuthenticated SDK api to erase session state when authorization failed on 'code-push release' call., 43459513, 2718, 235, 2718
Check that session is still authenticated before uploading new release., 43459513, 2718, 235, 2718
Extend isAuthenticated command with error message and status., 43459513, 2718, 235, 2718
Update ISSUE_TEMPLATE.md, 43459513, 2718, 235, 2718
Document error handling in the management SDK, 43459513, 2718, 235, 2718
Update package.json, 43459513, 2718, 235, 2718
Merge pull request #325 from Microsoft/better-error-messages  Better error messages, 43459513, 2718, 235, 2718
Add error codes to SDK to fix magic numbers, 43459513, 2718, 235, 2718
Use the error message from the server when authentication fails so that we can better distinguish between an invalid key and an expired key, 43459513, 2718, 235, 2718
Improve error messages on logout, 43459513, 2718, 235, 2718
Better network error message, 43459513, 2718, 235, 2718
Merge pull request #324 from Microsoft/suppress-duplicate-release-error  Add flag to convert 'duplicate release' errors to warnings, 43459513, 2718, 235, 2718
Update README.md, 43459513, 2718, 235, 2718
Add noDuplicateReleaseError flag to promote command, 43459513, 2718, 235, 2718
Improve documentation of the noDuplicateReleaseError flag, 43459513, 2718, 235, 2718
Add flag to convert 'duplicate release' errors to warnings, 43459513, 2718, 235, 2718
Ensure that errors returned by the SDK always include a status code, 43459513, 2718, 235, 2718
Update ISSUE_TEMPLATE.md, 43459513, 2718, 235, 2718
Update ISSUE_TEMPLATE.md, 43459513, 2718, 235, 2718
Update ISSUE_TEMPLATE.md, 43459513, 2718, 235, 2718
Add issue template, 43459513, 2718, 235, 2718
Merge pull request #301 from Microsoft/add-hash-utils  Add hash utilities, 43459513, 2718, 235, 2718
Add hash utilities, 43459513, 2718, 235, 2718
Fix unit tests, 43459513, 2718, 235, 2718
Merge pull request #296 from Microsoft/update-gradle-to-js  Update gradle-to-js dependency and bump package.json version, 43459513, 2718, 235, 2718
Update gradle-to-js dependency, 43459513, 2718, 235, 2718
Update package.json, 43459513, 2718, 235, 2718
update README, 43459513, 2718, 235, 2718
Update package.json, 43459513, 2718, 235, 2718
Merge pull request #292 from mtunique/master  Allow specifying a build.gradle to the release-react cmd, 43459513, 2718, 235, 2718
Make 'gradleFile' support directory, 43459513, 2718, 235, 2718
remove the extra ", 43459513, 2718, 235, 2718
Allow specifying a build.gradle to the release-react cmd, 43459513, 2718, 235, 2718
Merge pull request #287 from Microsoft/fix-implicit-number-conversion  Turn off implicit number conversion of non-hyphenated yargs arguments, 43459513, 2718, 235, 2718
Turn off implicit number conversion of non-hyphenated yargs arguments, 43459513, 2718, 235, 2718
Adding whoami image, 43459513, 2718, 235, 2718
Adding more detail on proxy support, 43459513, 2718, 235, 2718
Update package.json, 43459513, 2718, 235, 2718
Merge pull request #250 from Microsoft/app-deployment-names  use the fact that deployment names are now stored in the rest app object, 43459513, 2718, 235, 2718
Updating with Code of Conduct info., 43459513, 2718, 235, 2718
Merge pull request #265 from Microsoft/plist_prefix  Improving release-react, 43459513, 2718, 235, 2718
Updating docs, 43459513, 2718, 235, 2718
Fixing typo, 43459513, 2718, 235, 2718
Improving release-react, 43459513, 2718, 235, 2718
Merge pull request #264 from Microsoft/tweaks  Command description tweaks, 43459513, 2718, 235, 2718
Session list tweaks, 43459513, 2718, 235, 2718
gulp, 43459513, 2718, 235, 2718
Command description tweaks, 43459513, 2718, 235, 2718
Merge pull request #263 from Microsoft/gradle  Adding gradle.properties support to release-react, 43459513, 2718, 235, 2718
Adding type annotation, 43459513, 2718, 235, 2718
Regex fix, 43459513, 2718, 235, 2718
Simplify regex test for iOS, 43459513, 2718, 235, 2718
Fix versionName semver validation, 43459513, 2718, 235, 2718
Adding gradle.properties support, 43459513, 2718, 235, 2718
Merge pull request #261 from Microsoft/plist  release-react plist customizations, 43459513, 2718, 235, 2718
Use command arg, 43459513, 2718, 235, 2718
Fixing comment typo, 43459513, 2718, 235, 2718
Code cleanup, 43459513, 2718, 235, 2718
Plist file customizations, 43459513, 2718, 235, 2718
Merge pull request #260 from Microsoft/cordova_fix  Stripping Android Cordova suffix, 43459513, 2718, 235, 2718
Stripping Android Cordova suffix, 43459513, 2718, 235, 2718
Merge pull request #257 from Microsoft/logs  Adding debug command, 43459513, 2718, 235, 2718
Adding leading message, 43459513, 2718, 235, 2718
Using ES6 module syntax, 43459513, 2718, 235, 2718
Adding type annotations, 43459513, 2718, 235, 2718
Fixing typo, 43459513, 2718, 235, 2718
Persisting the simctl dependency, 43459513, 2718, 235, 2718
Adding debug command, 43459513, 2718, 235, 2718
Fixing typo, 43459513, 2718, 235, 2718
Fixing rollback verbiage, 43459513, 2718, 235, 2718
Improving patch docs, 43459513, 2718, 235, 2718
deployment names are now stored in the app rest json, 43459513, 2718, 235, 2718
Merge pull request #245 from Microsoft/access-key-changes  Access key changes, 43459513, 2718, 235, 2718
rename edit to patch, 43459513, 2718, 235, 2718
Merge pull request #246 from Microsoft/session-ls-rm  code-push session ls + rm, 43459513, 2718, 235, 2718
translate server returned access keys to new format in sdk, 43459513, 2718, 235, 2718
fix conflicts, 43459513, 2718, 235, 2718
apply CR feedback, 43459513, 2718, 235, 2718
apply CR feedback, 43459513, 2718, 235, 2718
session ls + rm, 43459513, 2718, 235, 2718
apply CR feedback, 43459513, 2718, 235, 2718
add isCommandOptionSpecified(), 43459513, 2718, 235, 2718
update docs, 43459513, 2718, 235, 2718
access key changes, 43459513, 2718, 235, 2718
Tweak docs, 43459513, 2718, 235, 2718
Merge pull request #242 from patoroco/patch-2  Add disabled flag in patch command to README, 43459513, 2718, 235, 2718
Merge pull request #241 from patoroco/patch-1  Add disabled flag in patch command to README, 43459513, 2718, 235, 2718
Add disabled flag in patch command to README, 43459513, 2718, 235, 2718
Add disabled flag in patch command to README, 43459513, 2718, 235, 2718
Improving metrics docs, 43459513, 2718, 235, 2718
Tweaking rollout verbiage, 43459513, 2718, 235, 2718
Update README-cn.md, 43459513, 2718, 235, 2718
Update README-cn.md, 43459513, 2718, 235, 2718
Merge pull request #234 from quentinyang/master  Add Chinese translation, 43459513, 2718, 235, 2718
refine markdown after 2nd-review, 43459513, 2718, 235, 2718
refine translation after review, 43459513, 2718, 235, 2718
add chinese translation, 43459513, 2718, 235, 2718
Improve invalid versionName handling (#230)  Fixes #229., 43459513, 2718, 235, 2718
Update package.json, 43459513, 2718, 235, 2718
Merge pull request #228 from Microsoft/revert-8122188  Revert 8122188, 43459513, 2718, 235, 2718
update to master and bump dependency to 1.9.1-beta, 43459513, 2718, 235, 2718
Merge branch 'master' of github.com:Microsoft/code-push into revert-8122188, 43459513, 2718, 235, 2718
revert 8122188, 43459513, 2718, 235, 2718
revert 8122188, 43459513, 2718, 235, 2718
revert 8122188, 43459513, 2718, 235, 2718
Merge pull request #227 from Microsoft/version_bump  Bumping version, 43459513, 2718, 235, 2718
Tweaks PhoneGap support comment, 43459513, 2718, 235, 2718
Updates the CLI's readme to call out phonegap and proxy support, 43459513, 2718, 235, 2718
Bumping to 1.11.0-beta and code-push dependency to 1.9.0, 43459513, 2718, 235, 2718
Bumping version  Bumping the minor version to release PhoneGap support via the  release-cordova  command as well as some bug fixes., 43459513, 2718, 235, 2718
Merge pull request #226 from Kerumen/patch-1  Minor typo in cli README, 43459513, 2718, 235, 2718
Minor typo in cli README, 43459513, 2718, 235, 2718
Merge pull request #224 from Microsoft/fix-yargs-options  Add yargs check for missing deployment name., 43459513, 2718, 235, 2718
remove unnecessary var, 43459513, 2718, 235, 2718
rename function, 43459513, 2718, 235, 2718
Merge pull request #223 from Microsoft/fix-cli-test  Fix modified message for CLI tests, 43459513, 2718, 235, 2718
Fix modified message for tests, 43459513, 2718, 235, 2718
Merge pull request #222 from Microsoft/release-react  Lowercasing "ios" directory in release-react, 43459513, 2718, 235, 2718
Merge pull request #221 from Microsoft/phonegap  Adding PhoneGap support to release-cordova, 43459513, 2718, 235, 2718
Lowercasing ios folder, 43459513, 2718, 235, 2718
Adding PhoneGap support to release-cordova, 43459513, 2718, 235, 2718
fix empty deployment name help message check, 43459513, 2718, 235, 2718
Merge pull request #217 from karllindmark/patch-1  Bump gradle-to-js to version 0.1.0, 43459513, 2718, 235, 2718
Bump gradle-to-js to version 0.1.0, 43459513, 2718, 235, 2718
Merge pull request #208 from kiliwalk/master  add system-wide proxy support, 43459513, 2718, 235, 2718
change display w/ or w/o proxy in whoami command, 43459513, 2718, 235, 2718
display no-proxy info in whoami command, 43459513, 2718, 235, 2718
remove leading space in string, 43459513, 2718, 235, 2718
display proxy in whoami command if explicitly set on login, 43459513, 2718, 235, 2718
change some description in proxy set, 43459513, 2718, 235, 2718
remove console debug statement, 43459513, 2718, 235, 2718
add proxy/noProxy option support, 43459513, 2718, 235, 2718
add ; in syntax, 43459513, 2718, 235, 2718
use proxy when exists and support https proxy, 43459513, 2718, 235, 2718
add system-wide proxy support, 43459513, 2718, 235, 2718
Merge pull request #205 from Microsoft/version_bump  Bumping version, 43459513, 2718, 235, 2718
Bumping version, 43459513, 2718, 235, 2718
Adding Windows version details, 43459513, 2718, 235, 2718
Updating CLI screenshot, 43459513, 2718, 235, 2718
Updating readme, 43459513, 2718, 235, 2718
Merge pull request #203 from Microsoft/release-react-windows  "release-react" command for windows, 43459513, 2718, 235, 2718
address feedback, 43459513, 2718, 235, 2718
address feedback, 43459513, 2718, 235, 2718
release-react for windows, 43459513, 2718, 235, 2718
release-react for windows, 43459513, 2718, 235, 2718
Add `build` option to `release-cordova` command (#201)  Add `build` option to `release-cordova` command, 43459513, 2718, 235, 2718
Merge pull request #199 from Microsoft/update-defs  Update rest definitions for improving diffs, 43459513, 2718, 235, 2718
bump plugin xml version, 43459513, 2718, 235, 2718
Improve patch example code, 43459513, 2718, 235, 2718
Adding example to patch/promote commands, 43459513, 2718, 235, 2718
Fixing shell sample code, 43459513, 2718, 235, 2718
Adding doc for binary version support in patch/promote, 43459513, 2718, 235, 2718
update defs for package schema change in sync with server bump SDK version, 43459513, 2718, 235, 2718
Merge pull request #194 from Microsoft/patchpromoteversioning  Add --targetBinaryVersion to Patch and Promote, 43459513, 2718, 235, 2718
bump version number to 1.9.1, 43459513, 2718, 235, 2718
